Reference Number,Model,Bezel,Case Material,Reference Letters,Reference Letters Meaning
126610LN,Submariner,Finely Engine Turned,Stainless,LN,Lunette Noir (Black Bezel)
16610LV,Submariner Date,Finely Engine Turned,Stainless,LV,Lunette Verte (Green Bezel)
126613LN,Submariner Date,Finely Engine Turned,Stainless & Yellow Gold,LN,Lunette Noir (Black Bezel)
126610lv,Submariner Date,Finely Engine Turned,Stainless,lv,Lunette Verte (Green Bezel)
5513,Submariner,N/A,N/A,,Unknown Reference Letters
228235,Day-Date 40,Fluted,Gold Shell,,Unknown Reference Letters
126713grnr,GMT-Master,Finely Engine Turned,Stainless & Yellow Gold,grnr,Gris Noir (Gray Black Bezel)
278271,Datejust 31,Unknown Bezel,Yellow Gold Filled,,Unknown Reference Letters
6694,Day-Date (President),N/A,N/A,,Unknown Reference Letters
16613,Submariner Date,Finely Engine Turned,Stainless & Yellow Gold,,Unknown Reference Letters
126619LB,Submariner,Finely Engine Turned,18k White Gold,LB,Lunette Bleu (Blue Bezel)
228235,Day-Date 40,Fluted,Gold Shell,,Unknown Reference Letters
116610LN,Submariner,Finely Engine Turned,Stainless,LN,Lunette Noir (Black Bezel)
116000,Oyster Perpetual,Polished,Stainless,,Unknown Reference Letters
126600,Sea-Dweller,Polished,Stainless,,Unknown Reference Letters
326934,Sky-Dweller,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
116334,Datejust II,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
15223,Oyster Perpetual Date,Engine Turned,Stainless & Yellow Gold,,Unknown Reference Letters
126334,Datejust,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
6924,Oyster Perpetual Date,N/A,N/A,,Unknown Reference Letters
116618LB,Submariner Date,Finely Engine Turned,18k Yellow Gold,LB,Lunette Bleu (Blue Bezel)
216570,Explorer II,Unknown Bezel,Stainless,,Unknown Reference Letters
116660,Sea-Dweller-Deepsea,Rotating Bezel,Stainless,,Unknown Reference Letters
6694,Day-Date (President),N/A,N/A,,Unknown Reference Letters
116618LN,Submariner Date,Finely Engine Turned,18k Yellow Gold,LN,Lunette Noir (Black Bezel)
116610LN,Submariner,Finely Engine Turned,Stainless,LN,Lunette Noir (Black Bezel)
326934,Sky-Dweller,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
116233,Datejust,Fluted,Stainless & Yellow Gold,,Unknown Reference Letters
136660,Sea-Dweller-Deepsea,Rotating Bezel,Stainless,,Unknown Reference Letters
116000,Oyster Perpetual,Polished,Stainless,,Unknown Reference Letters
126334,Datejust,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
114060,Submariner,Rotating Bezel,Stainless,,Unknown Reference Letters
116613LB,Submariner Date,Finely Engine Turned,Stainless & Yellow Gold,LB,Lunette Bleu (Blue Bezel)
16233,Datejust,Fluted,Stainless & Yellow Gold,,Unknown Reference Letters
126710BLRO,GMT Master,Finely Engine Turned,Stainless,BLRO,Bleu Rouge (Blue Red)
16233,Datejust,Fluted,Stainless & Yellow Gold,,Unknown Reference Letters
15200,Oyster Perpetual Date,Polished,Stainless,,Unknown Reference Letters
6694,Day-Date (President),N/A,N/A,,Unknown Reference Letters
15200,Oyster Perpetual Date,Polished,Stainless,,Unknown Reference Letters
114300,Oyster Perpetual,Polished,Stainless,,Unknown Reference Letters
218238,Day-Date II,Fluted,18k Yellow Gold,,Unknown Reference Letters
126506,Datejust,Polished,Platinum,,Unknown Reference Letters
126600,Sea-Dweller,Polished,Stainless,,Unknown Reference Letters
116520,Daytona,Engine Turned,Stainless,,Unknown Reference Letters
16233,Datejust,Fluted,Stainless & Yellow Gold,,Unknown Reference Letters
16200,Datejust,Polished,Stainless,,Unknown Reference Letters
116400,Milgauss,Polished,Stainless,,Unknown Reference Letters
116234,Datejust,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
226570,Explorer II,Unknown Bezel,Stainless,,Unknown Reference Letters
126333,Datejust 41,Fluted,Stainless & Yellow Gold,,Unknown Reference Letters
126233,Datejust 36,Fluted,Stainless & Yellow Gold,,Unknown Reference Letters
126900,Datejust,Polished,Stainless,,Unknown Reference Letters
16700,GMT Master II,Polished,Stainless,,Unknown Reference Letters
336933,Sky-Dweller,Fluted,Stainless & Yellow Gold,,Unknown Reference Letters
126303,Datejust 41,Polished,Stainless & Yellow Gold,,Unknown Reference Letters
126300,Datejust,Polished,Stainless,,Unknown Reference Letters
116234,Datejust,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
116515ln,Daytona Cosmograph,Finely Engine Turned,Gold Shell,ln,Lunette Noir (Black Bezel)
16710,GMT Master II,Finely Engine Turned,Stainless,,Unknown Reference Letters
126655,Submariner Date,Pyramid,Gold Shell,,Unknown Reference Letters
116515ln,Daytona Cosmograph,Finely Engine Turned,Gold Shell,ln,Lunette Noir (Black Bezel)
126000,Sea-Dweller-Deepsea,Polished,Stainless,,Unknown Reference Letters
126334,Datejust,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
126621,Submariner Date,Engine Turned,Yellow Gold Filled,,Unknown Reference Letters
17013,Oysterquartz,Finely Engine Turned,Stainless & Yellow Gold,,Unknown Reference Letters
126710GRNR,GMT-Master,Finely Engine Turned,Stainless,GRNR,Gris Noir (Gray Black Bezel)
116505,Daytona Cosmograph,Polished,Gold Shell,,Unknown Reference Letters
326235,Sky-Dweller,Fluted,Gold Shell,,Unknown Reference Letters
116520,Daytona,Engine Turned,Stainless,,Unknown Reference Letters
116300,Datejust II,Polished,Stainless,,Unknown Reference Letters
228235,Day-Date 40,Fluted,Gold Shell,,Unknown Reference Letters
126300,Datejust,Polished,Stainless,,Unknown Reference Letters
16013,Submariner Date,Finely Engine Turned,Stainless & Yellow Gold,,Unknown Reference Letters
116710LN,GMT Master II,Finely Engine Turned,Stainless,LN,Lunette Noir (Black Bezel)
115234,Oyster Perpetual Date,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
116518LN,Daytona Cosmograph,Finely Engine Turned,18k Yellow Gold,LN,Lunette Noir (Black Bezel)
126710BLRO,GMT Master,Finely Engine Turned,Stainless,BLRO,Bleu Rouge (Blue Red)
1680,Submariner Date,N/A,N/A,,Unknown Reference Letters
6263,Daytona Manual Wind,N/A,N/A,,Unknown Reference Letters
126719BLRO,GMT-Master,Finely Engine Turned,18k White Gold,BLRO,Bleu Rouge (Blue Red)
5115,Unknown Model,N/A,N/A,,Unknown Reference Letters
16233,Datejust,Fluted,Stainless & Yellow Gold,,Unknown Reference Letters
116200,Datejust,Polished,Stainless,,Unknown Reference Letters
69174,Lady-Datejust,Unknown Bezel,Stainless w/ 18k White Gold,,Unknown Reference Letters
16520,Daytona,Engine Turned,Stainless,,Unknown Reference Letters
136660,Sea-Dweller-Deepsea,Rotating Bezel,Stainless,,Unknown Reference Letters
126710BLRO,GMT Master,Finely Engine Turned,Stainless,BLRO,Bleu Rouge (Blue Red)
126333,Datejust 41,Fluted,Stainless & Yellow Gold,,Unknown Reference Letters
126300,Datejust,Polished,Stainless,,Unknown Reference Letters
5513,Submariner,N/A,N/A,,Unknown Reference Letters
116264,Datejust 36,Rotating Bezel,Stainless w/ 18k White Gold,,Unknown Reference Letters
16570,Daytona Cosmograph,Unknown Bezel,Stainless,,Unknown Reference Letters
218239,Day-Date II,Fluted,18k White Gold,,Unknown Reference Letters
16013,Submariner Date,Finely Engine Turned,Stainless & Yellow Gold,,Unknown Reference Letters
326934,Sky-Dweller,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
116334,Datejust II,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
126715CHNR,GMT-Master,Finely Engine Turned,Gold Shell,CHNR,Chocolate Noir (Brown Black)
126600,Sea-Dweller,Polished,Stainless,,Unknown Reference Letters
116520,Daytona,Engine Turned,Stainless,,Unknown Reference Letters
16760,GMT Master II,Rotating Bezel,Stainless,,Unknown Reference Letters
126234,Datejust 36,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
126621,Submariner Date,Engine Turned,Yellow Gold Filled,,Unknown Reference Letters
16613,Submariner Date,Finely Engine Turned,Stainless & Yellow Gold,,Unknown Reference Letters
278274,Datejust 31,Unknown Bezel,Stainless w/ 18k White Gold,,Unknown Reference Letters
116509,Daytona,Polished,18k White Gold,,Unknown Reference Letters
126655,Submariner Date,Pyramid,Gold Shell,,Unknown Reference Letters
6241,Daytona Manual Wind,N/A,N/A,,Unknown Reference Letters
126610lv,Submariner Date,Finely Engine Turned,Stainless,lv,Lunette Verte (Green Bezel)
126622,Submariner Date,Engine Turned,White Gold Filled,,Unknown Reference Letters
116139,Oyster Perpetual,Fluted,18k White Gold,,Unknown Reference Letters
116710BLNR,GMT Master,Finely Engine Turned,Stainless,BLNR,Bleu Noir (Blue Black)
19018,Oysterquartz,Finely Engine Turned,18k Yellow Gold,,Unknown Reference Letters
1601,Submariner Date,N/A,N/A,,Unknown Reference Letters
126655,Submariner Date,Pyramid,Gold Shell,,Unknown Reference Letters
124060,Oyster Perpetual,Rotating Bezel,Stainless,,Unknown Reference Letters
126334,Datejust,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
126710BLNR,GMT Master,Finely Engine Turned,Stainless,BLNR,Bleu Noir (Blue Black)
116610LN,Submariner,Finely Engine Turned,Stainless,LN,Lunette Noir (Black Bezel)
126334,Datejust,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
5504,Submariner,N/A,N/A,,Unknown Reference Letters
126234,Datejust 36,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
116400GV,Milgauss,Polished,Stainless,GV,Glace Verte (Green Crystal)
116509,Daytona,Polished,18k White Gold,,Unknown Reference Letters
116523,Daytona Cosmograph,Engine Turned,Stainless & Yellow Gold,,Unknown Reference Letters
126600,Sea-Dweller,Polished,Stainless,,Unknown Reference Letters
116710LN,GMT Master II,Finely Engine Turned,Stainless,LN,Lunette Noir (Black Bezel)
6410,Oyster Precision,N/A,N/A,,Unknown Reference Letters
16234,Datejust,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
126333,Datejust 41,Fluted,Stainless & Yellow Gold,,Unknown Reference Letters
126518ln,Datejust,Finely Engine Turned,18k Yellow Gold,ln,Lunette Noir (Black Bezel)
126334,Datejust,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
126300,Datejust,Polished,Stainless,,Unknown Reference Letters
228235,Day-Date 40,Fluted,Gold Shell,,Unknown Reference Letters
126610LN,Submariner,Finely Engine Turned,Stainless,LN,Lunette Noir (Black Bezel)
277200,Oyster Perpetual,Polished,Stainless,,Unknown Reference Letters
116519,Daytona Cosmograph,Finely Engine Turned,18k White Gold,,Unknown Reference Letters
214270,Explorer,Unknown Bezel,Stainless,,Unknown Reference Letters
18239,Day-Date (President),Fluted,18k White Gold,,Unknown Reference Letters
126508,Datejust,Polished,18k Yellow Gold,,Unknown Reference Letters
126519LN-0006,Datejust,Polished,Platinum,LN,Lunette Noir (Black Bezel)
124300,Oyster Perpetual,Polished,Stainless,,Unknown Reference Letters
228349RBR,Day-Date 40,Hand-Crafted,18k White Gold,RBR,Rhinestone Baguette Diamonds
16233,Datejust,Fluted,Stainless & Yellow Gold,,Unknown Reference Letters
116500LN,Daytona,Polished,Stainless,LN,Lunette Noir (Black Bezel)
16550,Daytona Cosmograph,Pyramid,Stainless,,Unknown Reference Letters
126300,Datejust,Polished,Stainless,,Unknown Reference Letters
16233,Datejust,Fluted,Stainless & Yellow Gold,,Unknown Reference Letters
228239,Day-Date 40,Fluted,18k White Gold,,Unknown Reference Letters
16613,Submariner Date,Finely Engine Turned,Stainless & Yellow Gold,,Unknown Reference Letters
126622,Submariner Date,Engine Turned,White Gold Filled,,Unknown Reference Letters
16618,Submariner Date,Finely Engine Turned,18k Yellow Gold,,Unknown Reference Letters
116520,Daytona,Engine Turned,Stainless,,Unknown Reference Letters
126300,Datejust,Polished,Stainless,,Unknown Reference Letters
78274,Datejust 31,Unknown Bezel,Stainless w/ 18k White Gold,,Unknown Reference Letters
116618LB,Submariner Date,Finely Engine Turned,18k Yellow Gold,LB,Lunette Bleu (Blue Bezel)
115200,Oyster Perpetual Date,Polished,Stainless,,Unknown Reference Letters
277200,Oyster Perpetual,Polished,Stainless,,Unknown Reference Letters
114200,Explorer,Polished,Stainless,,Unknown Reference Letters
228206,Day-Date 40,Polished,Platinum,,Unknown Reference Letters
16570,Daytona Cosmograph,Unknown Bezel,Stainless,,Unknown Reference Letters
15200,Oyster Perpetual Date,Polished,Stainless,,Unknown Reference Letters
116618LB,Submariner Date,Finely Engine Turned,18k Yellow Gold,LB,Lunette Bleu (Blue Bezel)
278274,Datejust 31,Unknown Bezel,Stainless w/ 18k White Gold,,Unknown Reference Letters
16713,GMT Master II,Finely Engine Turned,Stainless & Yellow Gold,,Unknown Reference Letters
126622,Submariner Date,Engine Turned,White Gold Filled,,Unknown Reference Letters
116900,Air-King,Polished,Stainless,,Unknown Reference Letters
114270,Explorer,Unknown Bezel,Stainless,,Unknown Reference Letters
126334,Datejust,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
116520,Daytona,Engine Turned,Stainless,,Unknown Reference Letters
126610LN,Submariner,Finely Engine Turned,Stainless,LN,Lunette Noir (Black Bezel)
277200,Oyster Perpetual,Polished,Stainless,,Unknown Reference Letters
126508,Datejust,Polished,18k Yellow Gold,,Unknown Reference Letters
118238,Day-Date 36,Fluted,18k Yellow Gold,,Unknown Reference Letters
18038,Day-Date (President),Fluted,18k Yellow Gold,,Unknown Reference Letters
126711CHNR,GMT-Master,Finely Engine Turned,Yellow Gold Filled,CHNR,Chocolate Noir (Brown Black)
6536,Day-Date (President),N/A,N/A,,Unknown Reference Letters
116233,Datejust,Fluted,Stainless & Yellow Gold,,Unknown Reference Letters
1601,Submariner Date,N/A,N/A,,Unknown Reference Letters
126334,Datejust,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
116509,Daytona,Polished,18k White Gold,,Unknown Reference Letters
126711CHNR,GMT-Master,Finely Engine Turned,Yellow Gold Filled,CHNR,Chocolate Noir (Brown Black)
126331,Datejust 41,Fluted,Yellow Gold Filled,,Unknown Reference Letters
14000M,Submariner,Polished,Stainless,M,Modified (Movement Update)
69174,Lady-Datejust,Unknown Bezel,Stainless w/ 18k White Gold,,Unknown Reference Letters
16570,Daytona Cosmograph,Unknown Bezel,Stainless,,Unknown Reference Letters
326938,Sky-Dweller,Fluted,18k Yellow Gold,,Unknown Reference Letters
116508,Daytona Cosmograph,Polished,18k Yellow Gold,,Unknown Reference Letters
126720VTNR,GMT-Master II,Engine Turned,Stainless,VTNR,"Verte Noir (Green Black Bezel, Left-handed GMT)"
126710BLNR,GMT Master,Finely Engine Turned,Stainless,BLNR,Bleu Noir (Blue Black)
16710,GMT Master II,Finely Engine Turned,Stainless,,Unknown Reference Letters
126300,Datejust,Polished,Stainless,,Unknown Reference Letters
126710BLNR,GMT Master,Finely Engine Turned,Stainless,BLNR,Bleu Noir (Blue Black)
126331,Datejust 41,Fluted,Yellow Gold Filled,,Unknown Reference Letters
1675,GMT Master II,N/A,N/A,,Unknown Reference Letters
116506,Daytona,Polished,Platinum,,Unknown Reference Letters
16570,Daytona Cosmograph,Unknown Bezel,Stainless,,Unknown Reference Letters
116500LN,Daytona,Polished,Stainless,LN,Lunette Noir (Black Bezel)
69174,Lady-Datejust,Unknown Bezel,Stainless w/ 18k White Gold,,Unknown Reference Letters
126200,Datejust 36,Polished,Stainless,,Unknown Reference Letters
326934,Sky-Dweller,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
16660,Submariner Date,Rotating Bezel,Stainless,,Unknown Reference Letters
1501,Oyster Perpetual Date,N/A,N/A,,Unknown Reference Letters
126300,Datejust,Polished,Stainless,,Unknown Reference Letters
126519LN-0006,Datejust,Polished,Platinum,LN,Lunette Noir (Black Bezel)
126234,Datejust 36,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
126200,Datejust 36,Polished,Stainless,,Unknown Reference Letters
126200,Datejust 36,Polished,Stainless,,Unknown Reference Letters
126710BLNR,GMT Master,Finely Engine Turned,Stainless,BLNR,Bleu Noir (Blue Black)
126334,Datejust,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
116515ln,Daytona Cosmograph,Finely Engine Turned,Gold Shell,ln,Lunette Noir (Black Bezel)
126334,Datejust,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
16570,Daytona Cosmograph,Unknown Bezel,Stainless,,Unknown Reference Letters
126300,Datejust,Polished,Stainless,,Unknown Reference Letters
126300,Datejust,Polished,Stainless,,Unknown Reference Letters
126000,Sea-Dweller-Deepsea,Polished,Stainless,,Unknown Reference Letters
179174,Lady-Datejust,Unknown Bezel,Stainless w/ 18k White Gold,,Unknown Reference Letters
16613,Submariner Date,Finely Engine Turned,Stainless & Yellow Gold,,Unknown Reference Letters
126508,Datejust,Polished,18k Yellow Gold,,Unknown Reference Letters
126333,Datejust 41,Fluted,Stainless & Yellow Gold,,Unknown Reference Letters
116243,Datejust 36,Hand-Crafted,Stainless & Yellow Gold,,Unknown Reference Letters
116518,Daytona Cosmograph,Finely Engine Turned,18k Yellow Gold,,Unknown Reference Letters
126613LN,Submariner Date,Finely Engine Turned,Stainless & Yellow Gold,LN,Lunette Noir (Black Bezel)
279178,Lady-Datejust,Unknown Bezel,18k Yellow Gold,,Unknown Reference Letters
126610lv,Submariner Date,Finely Engine Turned,Stainless,lv,Lunette Verte (Green Bezel)
126500ln,Datejust,Polished,Stainless,ln,Lunette Noir (Black Bezel)
126234,Datejust 36,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
116523,Daytona Cosmograph,Engine Turned,Stainless & Yellow Gold,,Unknown Reference Letters
124273,Oyster Perpetual,Unknown Bezel,Stainless & Yellow Gold,,Unknown Reference Letters
326934,Sky-Dweller,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
126603,Sea-Dweller,Polished,Stainless & Yellow Gold,,Unknown Reference Letters
116506,Daytona,Polished,Platinum,,Unknown Reference Letters
116748,GMT Master II,Hand-Crafted,18k Yellow Gold,,Unknown Reference Letters
326934,Sky-Dweller,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
69173,Lady-Datejust,Unknown Bezel,Stainless & Yellow Gold,,Unknown Reference Letters
126331,Datejust 41,Fluted,Yellow Gold Filled,,Unknown Reference Letters
126505,Datejust,Polished,Gold Shell,,Unknown Reference Letters
1680,Submariner Date,N/A,N/A,,Unknown Reference Letters
126900,Datejust,Polished,Stainless,,Unknown Reference Letters
16234,Datejust,Fluted,Stainless w/ 18k White Gold,,Unknown Reference Letters
124300,Oyster Perpetual,Polished,Stainless,,Unknown Reference Letters
126900,Datejust,Polished,Stainless,,Unknown Reference Letters
6917,Lady-Datejust,N/A,N/A,,Unknown Reference Letters
169628,Yacht-Master 29,Engine Turned,18k Yellow Gold,,Unknown Reference Letters
6917,Lady-Datejust,N/A,N/A,,Unknown Reference Letters
69178,Lady-Datejust,Unknown Bezel,18k Yellow Gold,,Unknown Reference Letters
126713grnr,GMT-Master,Finely Engine Turned,Stainless & Yellow Gold,grnr,Gris Noir (Gray Black Bezel)
